system,message,red,necroさんは、【信任】に投票しました。,1332512872
system,message,red,似非原さんは、【信任】に投票しました。,1332512872
system,warning,red,コル子11さんは、【似非原、とリッパ】を、チームとして選びました。,1332512853
yudai214,say,black,わーい！！,1332512845
とリッパ,say,maroon,よろしくです,1332512838
似非原,say,navy,よろしく！！,1332512828
似非原,say,navy,おっ、なれた人だ～,1332512821
コル子11,say,purple,はじまたー,1332512821
necro,say,green,おなしゃすー,1332512816
yudai214,say,black,はいれたー,1332512809
system,warning,red,【コル子11】が、リーダーとして選出されました。,1332512803
system,warning,red,yudai214さんが入室しました。,1332512803
コル子11,say,purple,ヒィ,1332512743
似非原,say,navy,なれた人が参加したときは、三すくみみたいになってた,1332512736
コル子11,say,purple,メモ取りながら一人で考えてたけど、議論もしたい,1332512729
とリッパ,say,maroon,誰を信用すればいいのかも悩みそう……,1332512724
necro,say,green,確かにー,1332512712
似非原,say,navy,チャットベースなので、割とサクサクやってますけど、ちゃんと議論すると大変　笑,1332512684
necro,say,black,よろしくおなしゃす！,1332512662
とリッパ,say,maroon,よろしくです,1332512644
コル子11,say,black,こりもせずよろしくお願いします。,1332512640
似非原,say,navy,改めてよろしく～,1332512618
system,warning,red,コル子11さんが入室しました。,1332512541
system,warning,red,とリッパさんが入室しました。,1332512517
system,warning,red,necroさんが入室しました。,1332512503
system,warning,red,似非原さんが入室しました。,1332512494
